site,y.1,y.2,y.3,year,c.year,SITE,POINT,WMA,allgrss100,trees100,jdate.1,jdate.2,jdate.3,obs.1,obs.2,obs.3,minutes.1,minutes.2,minutes.3,cloud.1,cloud.2,cloud.3,wind.1,wind.2,wind.3,temp.1,temp.2,temp.3
CEDV.8,0,0,0,2,2011,CEDV.8,8,CEDV,0.835503,0.077665,11140,11156,11185,MAM,JDW,WAA,462,391,475,100,10,100,4.1,0,6.1,12.6,15.1,19.3
CEDV.9,0,0,0,2,2011,CEDV.9,9,CEDV,0.827737,0.0742273,11140,11156,11185,JDW,WAA,MAM,488,416,433,100,3,100,1.5,0,0.8,11.4,13.3,19.7
CLINT.1,0,0,0,2,2011,CLINT.1,1,CLINT,0.809657,0.000795748,11136,11155,11180,JDW,MAM,JDW,493,459,451,0,45,0,3.2,3.8,8.6,10.6,18.5,17.9
CLINT.2,0,0,0,2,2011,CLINT.2,2,CLINT,0.829646,0.000795748,11136,11155,11180,JDW,JDW,MAM,474,477,434,0,65,1,3.9,4.6,4,9.8,15.8,17.6
CLINT.3,0,0,0,2,2011,CLINT.3,3,CLINT,0.83945,0.000795748,11136,11155,11180,JDW,JDW,MAM,507,445,467,0,45,0,7,4.7,2.7,9.2,15.9,19.9
CLINT.4,0,0,0,2,2011,CLINT.4,4,CLINT,0.839068,0.000445619,11136,11155,11180,JDW,MAM,JDW,523,426,485,0,10,0,4.3,0.6,7.5,11.6,16.8,21.7
CLINT.5,0,0,0,2,2011,CLINT.5,5,CLINT,0.813604,0.000795748,11136,11155,11180,JDW,MAM,JDW,463,474,433,0,75,0,1.2,4.9,6.6,8.6,16.1,17.5
CLINT.6,0,0,0,2,2011,CLINT.6,6,CLINT,0.827386,0.000477449,11136,11155,11180,JDW,MAM,JDW,550,402,504,0,20,0,3.6,0,6.8,14.2,17.7,20.9
CLINT.7,0,0,0,2,2011,CLINT.7,7,CLINT,0.801477,0.000795748,11136,11155,11180,JDW,JDW,MAM,435,505,396,0,60,5,4.6,3,2.6,11,16.2,16.3
CLINT.8,0,0,0,2,2011,CLINT.8,8,CLINT,0.827036,0.000254639,11136,11155,11180,JDW,JDW,MAM,537,407,503,0,35,0,6.1,0,4.8,12.5,14.8,21.3
CLINT.9,0,0,0,2,2011,CLINT.9,9,CLINT,0.798549,0.00108222,11136,11155,11180,JDW,MAM,JDW,420,500,393,0,90,0,2.2,0.6,7.3,12.6,19.8,17.2
DIAM.1,0,0,0,2,2011,DIAM.1,1,DIAM,0.541363,0.0822803,11135,11152,11178,WAA,JAL,JAL,391,565,406,100,25,20,2.1,2,2.2,9.2,25,19.5
DIAM.2,0,0,0,2,2011,DIAM.2,2,DIAM,0.577522,0.0593946,11135,11152,11178,AIL,CFJ,JAL,393,421,586,95,10,85,10.3,1.8,6,9.3,14.6,22.9
DIAM.3,0,0,0,2,2011,DIAM.3,3,DIAM,0.558042,0.0643601,11135,11152,11178,AIL,CFJ,JAL,432,473,526,100,5,99,9.5,1.8,7.8,8.2,19.5,20.3
DIAM.4,0,0,0,2,2011,DIAM.4,4,DIAM,0.568259,0.0676385,11135,11152,11178,AIL,CFJ,JAL,405,405,468,100,5,95,7.1,1.3,1.1,10.5,14.1,24.5
DIAM.5,NA,0,0,2,2011,DIAM.5,5,DIAM,0.562434,0.0585352,NA,11152,11178,NA,JAL,JAL,NA,510,542,NA,10,100,NA,2.7,5.1,NA,22.8,21.6
DIAM.6,0,0,0,2,2011,DIAM.6,6,DIAM,0.553554,0.0527103,11135,11152,11178,WAA,CFJ,JAL,453,492,442,100,10,15,9.9,4.7,4.4,8.8,19.5,19.9
DIAM.7,0,1,0,2,2011,DIAM.7,7,DIAM,0.530604,0.0790018,11135,11152,11178,WAA,CFJ,JAL,413,564,388,100,15,65,5.9,3.4,7.6,9.3,25.1,19.1
DIAM.8,0,0,0,2,2011,DIAM.8,8,DIAM,0.556864,0.070917,11135,11152,11178,AIL,CFJ,JAL,419,453,515,100,5,100,6.8,1.4,2.9,8.6,18.5,20.5
DIAM.9,0,0,0,2,2011,DIAM.9,9,DIAM,0.580832,0.0591718,11135,11152,11178,WAA,JAL,JAL,437,538,424,100,15,15,4.1,1.9,3.8,8.1,24.5,19.6
EVERS.1,0,0,0,2,2011,EVERS.1,1,EVERS,0.429035,0.0799567,11128,11156,11182,JDW,JAL,CFJ,491,510,464,5,5,0,9.6,3.3,6.8,17.6,25.3,26.3
EVERS.2,1,0,0,2,2011,EVERS.2,2,EVERS,0.42668,0.0798294,11128,11156,11182,JDW,JAL,CFJ,482,480,358,10,5,10,9.4,2.4,3.6,16.7,24.1,23.6
EVERS.3,0,0,0,2,2011,EVERS.3,3,EVERS,0.432123,0.0732088,11128,11156,11182,JDW,JAL,CFJ,473,496,454,10,5,0,9.1,3,5.9,16.2,25.2,25.7
EVERS.4,0,0,0,2,2011,EVERS.4,4,EVERS,0.436961,0.0678613,11128,11156,11182,JDW,AIL,CFJ,462,494,375,35,5,15,10.6,2.5,6.3,15.6,26.4,24.8
EVERS.5,0,0,0,2,2011,EVERS.5,5,EVERS,0.44304,0.0656014,11128,11156,11182,JDW,AIL,CFJ,451,506,388,45,10,15,9.6,1.9,5.3,15.6,26.5,24.9
EVERS.6,0,0,0,2,2011,EVERS.6,6,EVERS,0.442531,0.0624821,11128,11156,11182,JDW,AIL,CFJ,442,515,399,60,3,5,5.1,2.7,2.2,15.9,26.2,25.4
EVERS.7,0,0,0,2,2011,EVERS.7,7,EVERS,0.449152,0.0596492,11128,11156,11182,JDW,CFJ,CFJ,432,504,414,70,2,5,8.6,3.2,1.3,15.2,24.8,26.8
EVERS.8,0,0,0,2,2011,EVERS.8,8,EVERS,0.459751,0.0541745,11128,11156,11182,JDW,CFJ,CFJ,422,492,489,80,2,0,13,4.3,4.8,15.1,24.1,27.3
EVERS.9,0,0,1,2,2011,EVERS.9,9,EVERS,0.44199,0.0649967,11128,11156,11182,JDW,CFJ,CFJ,514,518,428,0,3,5,10.5,1.7,1.4,19.1,29.1,26.5
FLOYD.1,0,0,0,2,2011,FLOYD.1,1,FLOYD,0.56183,0.166057,11146,11159,11185,AIL,AIL,CFJ,547,487,517,2,0,100,6.2,1.7,3.4,17.7,26.4,22.4
FLOYD.2,0,0,0,2,2011,FLOYD.2,2,FLOYD,0.551167,0.144731,11146,11159,11185,AIL,AIL,CFJ,534,496,507,5,0,100,6.1,1.5,5.4,17.1,27.6,23
FLOYD.3,0,0,1,2,2011,FLOYD.3,3,FLOYD,0.548111,0.143107,11141,11159,11185,AIL,AIL,CFJ,519,474,495,0,0,100,2.7,1.1,4.5,15.9,26.7,22.7
FLOYD.4,0,0,0,2,2011,FLOYD.4,4,FLOYD,0.531241,0.0908744,11146,11159,11185,AIL,AIL,CFJ,482,383,407,3,20,100,4.7,1.5,3.8,15.4,22.1,22.5
FLOYD.5,0,0,0,2,2011,FLOYD.5,5,FLOYD,0.520387,0.0905879,11146,11159,11185,AIL,AIL,CFJ,468,393,423,3,10,100,7.7,4.3,3.5,14.4,21.8,22.4
FLOYD.6,0,0,0,2,2011,FLOYD.6,6,FLOYD,0.496833,0.0825349,11146,11159,11185,AIL,AIL,CFJ,431,407,472,0,0,100,5.5,4.7,2.9,10.9,22.2,22.6
FLOYD.7,0,1,0,2,2011,FLOYD.7,7,FLOYD,0.491295,0.0605086,11146,11159,11185,AIL,AIL,CFJ,415,421,451,5,0,100,2.6,3.9,3.3,10.4,22.6,24.5
FLOYD.8,0,0,0,2,2011,FLOYD.8,8,FLOYD,0.510265,0.0776013,11146,11159,11185,AIL,AIL,CFJ,448,434,440,3,0,100,2.7,1.5,2.8,12.5,24.5,22.5
FLOYD.9,0,0,0,2,2011,FLOYD.9,9,FLOYD,0.516313,0.0586307,11146,11159,11185,AIL,AIL,CFJ,390,457,392,10,0,100,2.4,1.5,3.4,13.8,25.3,21.4
GESS.1,0,0,NA,2,2011,GESS.1,1,GESS,0.738422,0.0024509,11135,11154,NA,JDW,MAM,NA,394,476,NA,65,100,NA,2.8,5,NA,2.4,18.9,NA
GESS.2,0,0,NA,2,2011,GESS.2,2,GESS,0.750263,0.00155967,11135,11154,NA,JDW,MAM,NA,409,487,NA,80,95,NA,4.4,3.6,NA,5,17.6,NA
GESS.3,0,0,NA,2,2011,GESS.3,3,GESS,0.74953,0,11135,11154,NA,JDW,MAM,NA,445,501,NA,95,100,NA,7,7.1,NA,5.5,18.8,NA
GESS.4,0,0,NA,2,2011,GESS.4,4,GESS,0.734793,0,11135,11154,NA,JDW,JDW,NA,458,496,NA,100,90,NA,8,9.8,NA,5,17.3,NA
GESS.5,0,0,NA,2,2011,GESS.5,5,GESS,0.706083,0.000190979,11135,11154,NA,JDW,JDW,NA,428,508,NA,90,100,NA,4.8,5.7,NA,4,17.7,NA
GESS.6,0,0,NA,2,2011,GESS.6,6,GESS,0.702295,0.000190979,11135,11154,NA,JDW,JDW,NA,477,483,NA,100,90,NA,8.5,5.5,NA,8.5,16.8,NA
GESS.7,0,0,NA,2,2011,GESS.7,7,GESS,0.718019,0,11135,11154,NA,JDW,WAA,NA,502,482,NA,95,90,NA,8.7,5.9,NA,7.8,18.7,NA
GESS.8,0,0,NA,2,2011,GESS.8,8,GESS,0.70742,9.54897E-05,11135,11154,NA,JDW,WAA,NA,512,491,NA,90,95,NA,8.1,6.8,NA,8.1,17.6,NA
GESS.9,0,0,NA,2,2011,GESS.9,9,GESS,0.71525,0,11135,11154,NA,JDW,WAA,NA,490,502,NA,95,100,NA,6.4,4.8,NA,8,18.8,NA
GRAHAM.1,0,0,0,2,2011,GRAHAM.1,1,GRAHAM,0.498934,0.135213,11141,11162,11189,AIL,WAA,AIL,491,531,430,20,5,10,2.1,3.7,2,22.6,20.3,21.1
GRAHAM.2,0,0,0,2,2011,GRAHAM.2,2,GRAHAM,0.504504,0.133558,11141,11162,11189,AIL,WAA,AIL,502,522,442,45,0,5,4.2,5.3,1.1,21.1,21.1,21.8
GRAHAM.3,0,0,0,2,2011,GRAHAM.3,3,GRAHAM,0.502626,0.123054,11141,11162,11189,AIL,WAA,AIL,481,512,418,70,0,10,5.3,2,0.7,22.5,20.6,21.6
GRAHAM.4,0,NA,0,2,2011,GRAHAM.4,4,GRAHAM,0.51905,0.130375,11141,NA,11189,AIL,NA,AIL,457,NA,383,35,NA,10,3.4,NA,0,20.5,NA,20.2
GRAHAM.5,0,0,0,2,2011,GRAHAM.5,5,GRAHAM,0.47904,0.124646,11141,11162,11189,AIL,JAL,JAL,390,464,419,100,10,5,0,2.6,0.9,20.7,16.9,22.6
GRAHAM.6,0,0,0,2,2011,GRAHAM.6,6,GRAHAM,0.463539,0.124009,11141,11162,11189,AIL,JAL,JAL,417,504,392,95,5,10,3.7,3.4,0.9,20.4,19.9,20.6
GRAHAM.7,0,NA,0,2,2011,GRAHAM.7,7,GRAHAM,0.510679,0.121813,11141,NA,11189,AIL,NA,AIL,470,NA,404,60,NA,10,6.6,NA,0,25.2,NA,21.6
GRAHAM.8,0,0,0,2,2011,GRAHAM.8,8,GRAHAM,0.46287,0.122227,11141,11162,11189,AIL,JAL,JAL,428,519,446,95,10,5,5.1,3.8,0.8,20.9,18.8,25.8
GRAHAM.9,0,0,0,2,2011,GRAHAM.9,9,GRAHAM,0.471719,0.124359,11141,11162,11189,AIL,JAL,JAL,404,481,406,100,10,5,3.8,2.2,0.9,21,17.8,20.8
HAM.1,0,0,0,2,2011,HAM.1,1,HAM,0.706878,0.0232677,11130,11151,11179,JDW,JDW,MAM,491,476,372,0,0,15,4.5,9.7,3.1,11,10.2,15.2
HAM.2,0,0,0,2,2011,HAM.2,2,HAM,0.698221,0.00824394,11130,11151,11179,JDW,WAA,MAM,503,417,383,0,0,10,2.6,6.7,4.3,12.4,12.9,15.3
HAM.3,0,0,0,2,2011,HAM.3,3,HAM,0.673616,0.00875322,11130,11151,11179,JDW,WAA,MAM,525,441,396,0,0,10,4.5,5.3,2.7,13.4,12.9,15.2
HAM.4,0,0,0,2,2011,HAM.4,4,HAM,0.684979,0.00302384,11130,11151,11179,JDW,WAA,WAA,513,428,335,0,0,0,3.1,5.9,5,12.8,11.5,14.4
HAM.5,0,0,0,2,2011,HAM.5,5,HAM,0.697425,0.00391508,11130,11151,11179,JDW,MAM,WAA,452,487,319,0,0,0,1.6,5.8,2.7,9.7,11.8,14.2
HAM.6,0,0,0,2,2011,HAM.6,6,HAM,0.701626,0.00728905,11130,11151,11179,JDW,MAM,JDW,468,501,410,0,0,5,4.5,5.8,4.7,11,13.8,15.8
HAM.7,0,0,0,2,2011,HAM.7,7,HAM,0.664195,0.00506095,11130,11151,11179,JDW,MAM,WAA,439,475,304,0,0,0,0,5.5,1.3,11.3,12.9,15.7
HAM.8,0,0,0,2,2011,HAM.8,8,HAM,0.770952,0.00716173,11130,11151,11179,JDW,JDW,JDW,401,495,377,0,0,5,2.3,2.4,2,5.5,12.3,14.7
HAM.9,0,0,0,2,2011,HAM.9,9,HAM,0.767005,0.0095808,11130,11151,11179,JDW,JDW,JDW,415,506,390,0,0,5,2.1,6.9,5.9,7.7,12.1,14.2
HICK.1,0,0,0,2,2011,HICK.1,1,HICK,0.76535,0.117675,11127,11156,11182,CFJ,AIL,JAL,479,388,412,1,40,5,1.8,3.2,5.3,20,21.7,25.6
HICK.2,1,0,0,2,2011,HICK.2,2,HICK,0.755674,0.117834,11127,11156,11182,JDW,CFJ,AIL,440,390,386,0,5,15,1.7,1.4,3.3,19.1,21.1,26
HICK.3,0,0,0,2,2011,HICK.3,3,HICK,0.765668,0.120858,11127,11156,11182,JDW,CFJ,AIL,464,408,421,0,5,0,0.5,2.4,5.3,19,22.8,25.8
HICK.4,0,0,0,2,2011,HICK.4,4,HICK,0.772257,0.114588,11127,11156,11182,CFJ,AIL,JAL,508,377,396,1,50,5,3.7,5,6.3,22.9,21.2,25.7
HICK.5,0,0,0,2,2011,HICK.5,5,HICK,0.707992,0.124359,11127,11156,11182,JDW,JAL,JAL,502,381,481,0,15,5,6,4.6,11.3,20.6,21.3,27.5
HICK.6,0,0,0,2,2011,HICK.6,6,HICK,0.76831,0.117675,11127,11156,11182,CFJ,AIL,JAL,438,401,422,1,30,5,1.8,4,4.1,17,21.6,25.8
HICK.7,0,0,0,2,2011,HICK.7,7,HICK,0.70586,0.108476,11127,11156,11182,JDW,JAL,AIL,514,402,485,0,5,0,4.1,0.8,2.2,23.2,22.4,29.3
HICK.8,0,0,0,2,2011,HICK.8,8,HICK,0.700003,0.105166,11127,11156,11182,JDW,JAL,AIL,527,419,470,0,5,0,7.8,1.6,5.5,22,23.4,28.8
HICK.9,0,0,0,2,2011,HICK.9,9,HICK,0.744629,0.124678,11127,11156,11182,JDW,CFJ,AIL,427,377,399,0,10,5,5,4.9,4.6,15.9,20.7,25.9
HITCH.1,0,0,0,2,2011,HITCH.1,1,HITCH,0.48025,0,11146,11161,11181,JDW,MAM,WAA,462,368,454,5,80,0,0,2.6,3.6,7.8,14.3,24.1
HITCH.2,0,0,0,2,2011,HITCH.2,2,HITCH,0.485501,0,11146,11161,11181,JDW,MAM,WAA,473,378,479,5,75,0,2.2,1.8,3.4,9.1,12.4,27.8
HITCH.3,0,0,0,2,2011,HITCH.3,3,HITCH,0.495814,0,11146,11161,11181,JDW,MAM,WAA,484,401,470,5,50,0,2.8,2.1,6,8.3,13.9,24.1
HITCH.4,0,0,0,2,2011,HITCH.4,4,HITCH,0.516313,0.000700258,11146,11161,11181,MAM,MAM,JDW,480,389,480,10,75,0,2.6,0.8,7.7,11.7,15.1,24.1
HITCH.5,0,0,0,2,2011,HITCH.5,5,HITCH,0.517841,0.00114588,11146,11161,11181,WAA,JDW,MAM,479,404,481,10,60,0,2,3,5.2,12.4,10.3,24.4
HITCH.6,0,0,0,2,2011,HITCH.6,6,HITCH,0.535729,0.00388325,11146,11161,11181,WAA,JDW,MAM,467,393,468,3,60,0,1,2,5,15.4,10.5,23.6
HITCH.7,0,0,0,2,2011,HITCH.7,7,HITCH,0.519719,0.00187796,11146,11161,11181,MAM,JDW,JDW,468,382,469,5,80,0,1,3.9,2.6,16.4,10,24.5
HITCH.8,0,0,0,2,2011,HITCH.8,8,HITCH,0.526148,0.00423338,11146,11161,11181,MAM,JDW,JDW,453,370,458,5,90,0,0,5.3,5.2,16.5,11.3,25
HITCH.9,0,0,0,2,2011,HITCH.9,9,HITCH,0.531623,0.00429704,11146,11161,11181,WAA,JDW,MAM,456,419,457,5,65,0,1,2.2,1.1,14.8,10.8,23.4
JM.1,0,0,0,2,2011,JM.1,1,JM,0.421237,0.0064933,11147,11161,11182,WAA,JAL,JDW,392,380,391,10,85,30,2.4,3.3,1.1,11.9,12.7,18
JM.2,0,0,0,2,2011,JM.2,2,JM,0.455581,0.00394691,11147,11161,11182,WAA,JAL,JDW,406,398,404,11,40,30,1.3,3.4,1.6,10.7,12.4,18.4
JM.3,0,0,0,2,2011,JM.3,3,JM,0.489989,0.00356495,11147,11161,11182,WAA,CFJ,JDW,417,397,417,12,80,35,1.9,4,3.5,10.2,12.2,19.2
JM.4,0,0,0,2,2011,JM.4,4,JM,0.551994,0.00798931,11147,11161,11182,WAA,CFJ,JDW,460,426,453,30,80,50,3.9,2.3,3.4,12.8,14.9,23.4
JM.5,0,0,0,2,2011,JM.5,5,JM,0.540153,0.00767101,11147,11161,11182,WAA,CFJ,JDW,450,437,464,22,65,65,2.9,4.2,2,12.2,13.1,22.6
JM.6,0,0,0,2,2011,JM.6,6,JM,0.522997,0.00534742,11147,11161,11182,WAA,JAL,JDW,440,434,478,18,45,75,4.3,3.5,2.9,10.7,12.7,23
JM.7,0,0,0,2,2011,JM.7,7,JM,0.515835,0.00369227,11147,11161,11182,WAA,JAL,JDW,431,418,489,15,50,75,0.9,3.7,3.4,11.4,11.9,24.6
JM.8,0,0,0,2,2011,JM.8,8,JM,0.534647,0.00391508,11147,11161,11182,WAA,CFJ,JDW,472,412,433,39,80,35,2.9,3,6.7,16.7,12.4,20.8
JM.9,0,0,0,2,2011,JM.9,9,JM,0.533119,0.00439253,11147,11161,11182,WAA,CFJ,JDW,483,453,501,55,60,70,2.5,3,6.9,14.5,14.8,23.5
KISS.1,0,0,0,2,2011,KISS.1,1,KISS,0.3077,0.00512461,11125,11164,11180,JDW,CFJ,CFJ,477,540,451,35,100,15,3.8,6.8,5.3,9,20,22
KISS.2,0,0,0,2,2011,KISS.2,2,KISS,0.346691,0.00700258,11125,11164,11180,AIL,JDW,AIL,447,488,421,50,100,5,2.3,7.8,2.4,9.8,18.7,19.8
KISS.3,0,0,0,2,2011,KISS.3,3,KISS,0.313143,0.00980361,11125,11164,11180,AIL,JDW,AIL,432,477,404,55,100,8,3.8,4.2,2.7,9.4,19.4,19.4
KISS.4,NA,0,0,2,2011,KISS.4,4,KISS,0.411465,0.00544291,NA,11164,11180,NA,JDW,AIL,NA,516,448,NA,100,15,NA,6.6,7.6,NA,18.8,20.9
KISS.5,0,0,0,2,2011,KISS.5,5,KISS,0.27275,0.00448802,11125,11164,11180,JDW,CFJ,CFJ,451,503,410,50,100,5,3.5,4.1,4.9,6.6,21.3,19.6
KISS.6,0,0,0,2,2011,KISS.6,6,KISS,0.294713,0.00735271,11125,11164,11180,JDW,CFJ,CFJ,419,468,384,75,100,5,1.3,3.3,0.9,9,20.5,22.5
KISS.7,0,0,0,2,2011,KISS.7,7,KISS,0.39154,0.00547474,11125,11164,11180,AIL,JDW,AIL,484,501,435,30,100,15,41,10.3,3.3,9.2,18.6,20.7
KISS.8,0,0,0,2,2011,KISS.8,8,KISS,0.272368,0.0108222,11125,11164,11180,AIL,JDW,AIL,409,462,382,50,100,10,1.7,3.3,3.6,15.6,19.5,19.1
KISS.9,1,1,0,2,2011,KISS.9,9,KISS,0.300793,0.00464717,11125,11164,11180,JDW,CFJ,CFJ,436,485,399,60,100,5,2.4,6.2,4.1,7.4,20.7,19
KNOSP.1,0,0,0,2,2011,KNOSP.1,1,KNOSP,0.717923,0.0330394,11134,11154,11190,JDW,MAM,WAA,377,418,423,70,100,5,2.5,3.1,5.1,5.1,19.5,20.6
KNOSP.2,0,0,0,2,2011,KNOSP.2,2,KNOSP,0.728873,0.030493,11134,11154,11190,JDW,MAM,MAM,511,386,425,15,75,5,8.4,6.1,4.3,9.1,19.1,21.3
KNOSP.3,0,0,0,2,2011,KNOSP.3,3,KNOSP,0.735907,0.0336124,11134,11154,11190,JDW,MAM,WAA,398,401,440,25,100,10,3.1,4.4,6.6,7.1,18.4,21.9
KNOSP.4,0,0,0,2,2011,KNOSP.4,4,KNOSP,0.728045,0.0296018,11134,11154,11190,JDW,JDW,MAM,416,418,438,10,90,5,3.2,1,5.4,7.1,20.3,21.4
KNOSP.5,0,0,0,2,2011,KNOSP.5,5,KNOSP,0.715568,0.0255912,11134,11154,11190,JDW,JDW,CFJ,494,393,440,15,80,15,7.2,7.6,5.7,8.7,18.8,22.5
KNOSP.6,0,0,0,2,2011,KNOSP.6,6,KNOSP,0.697234,0.0313206,11134,11154,11190,JDW,JDW,CFJ,433,406,453,10,95,15,3.4,4.3,7.2,9.8,19.5,23.4
KNOSP.7,0,0,0,2,2011,KNOSP.7,7,KNOSP,0.70917,0.0220581,11134,11154,11190,JDW,WAA,JDW,481,391,432,10,50,25,6.5,3.7,6.3,9.3,19.6,20.5
KNOSP.8,0,0,0,2,2011,KNOSP.8,8,KNOSP,0.69281,0.025814,11134,11154,11190,JDW,WAA,JDW,449,403,443,5,68,35,3.5,3.4,5.4,9.5,18,21.2
KNOSP.9,0,0,0,2,2011,KNOSP.9,9,KNOSP,0.690486,0.0167744,11134,11154,11189,JDW,WAA,JDW,463,415,452,5,75,25,6.5,3.4,7.4,9.9,18.1,21.4
KOLB.1,0,0,0,2,2011,KOLB.1,1,KOLB,0.589362,0.00432887,11136,11155,11180,MAM,WAA,WAA,442,405,409,1,35,0,0,1.5,3.8,10.3,14.1,17.6
KOLB.2,0,0,0,2,2011,KOLB.2,2,KOLB,0.593532,0.00432887,11136,11155,11180,MAM,WAA,WAA,480,460,443,0,52,0,2.4,2.8,2.3,13.5,18.4,20
KOLB.3,0,0,0,2,2011,KOLB.3,3,KOLB,0.592291,0.00439253,11136,11155,11180,MAM,WAA,WAA,404,438,373,5,45,0,0.9,0,4.1,8.1,16.7,16.8
KOLB.4,0,0,0,2,2011,KOLB.4,4,KOLB,0.59837,0.00471083,11136,11155,11180,MAM,WAA,WAA,415,428,384,1,40,0,1.5,0.9,2.7,5.4,14.7,16.7
KOLB.5,0,0,0,2,2011,KOLB.5,5,KOLB,0.593055,0.00461534,11136,11155,11180,MAM,WAA,WAA,428,420,395,0,40,0,2.1,0,2.5,9,14.6,16.4
KOLB.6,0,0,0,2,2011,KOLB.6,6,KOLB,0.60028,0.00432887,11136,11155,11180,MAM,WAA,WAA,455,389,422,1,35,0,1,1.2,2.9,13.5,16.7,18.5
KOLB.7,0,0,0,2,2011,KOLB.7,7,KOLB,0.59923,0.00432887,11136,11155,11180,MAM,WAA,WAA,467,471,432,0,75,0,2.6,1.7,2.7,14.3,19.2,19.9
KOLB.8,0,0,0,2,2011,KOLB.8,8,KOLB,0.597734,0.00416972,11136,11155,11180,MAM,WAA,WAA,492,451,453,0,50,0,2.6,2.5,1.9,13.7,18.2,20.5
KOLB.9,0,0,0,2,2011,KOLB.9,9,KOLB,0.605468,0.00413789,11136,11155,11180,MAM,WAA,WAA,505,482,464,0,90,0,5.1,2.4,5.3,10.6,16.6,19.9
LEE.1,0,0,0,2,2011,LEE.1,1,LEE,0.599357,0.132285,11133,11160,11189,AIL,AIL,AIL,474,433,522,100,60,5,10.7,2.1,0,11.4,18.7,28.8
LEE.2,0,0,0,2,2011,LEE.2,2,LEE,0.634465,0.125473,11133,11160,11189,AIL,AIL,JAL,486,373,564,100,100,5,12.4,6.6,3.8,9.6,19.8,27.6
LEE.3,0,0,0,2,2011,LEE.3,3,LEE,0.615909,0.137346,11133,11160,11189,AIL,AIL,AIL,507,415,533,100,60,2,9.2,9.2,0,9.4,19,28
LEE.4,0,0,0,2,2011,LEE.4,4,LEE,0.592323,0.155871,11133,11160,11189,WAA,AIL,AIL,477,444,545,100,60,5,11.9,5.8,3,10.4,19.8,26.9
LEE.5,0,0,0,2,2011,LEE.5,5,LEE,0.629468,0.156762,11133,11160,11189,WAA,AIL,JAL,527,393,536,100,100,5,9.4,9,0.6,9.5,18.6,31.7
LEE.6,0,0,0,2,2011,LEE.6,6,LEE,0.641213,0.141038,11133,11160,11189,AIL,AIL,JAL,496,382,552,100,100,5,9.2,10.7,1.6,9.7,20.2,29.9
LEE.7,0,0,0,2,2011,LEE.7,7,LEE,0.616609,0.153961,11133,11160,11189,WAA,AIL,JAL,516,403,523,100,50,5,9.4,8.8,0.9,9.2,18.5,29.3
LEE.8,0,0,0,2,2011,LEE.8,8,LEE,0.596747,0.171404,11133,11160,11189,WAA,AIL,AIL,422,457,555,100,85,5,11.1,4.8,1.1,9.4,19.7,28
LEE.9,0,0,0,2,2011,LEE.9,9,LEE,0.676258,0.142534,11133,11160,11189,AIL,AIL,JAL,454,475,585,100,95,5,5.7,3.9,1.1,13.1,20.4,27.7
MEDCNE.1,0,0,0,2,2011,MEDCNE.1,1,MEDCNE,0.495019,0.0594264,11148,11160,11189,WAA,CFJ,MAM,470,398,539,100,100,85,1,12,4.5,14.5,12.6,22
MEDCNE.2,0,0,0,2,2011,MEDCNE.2,2,MEDCNE,0.534074,0.0843174,11148,11160,11189,JDW,CFJ,MAM,524,469,455,100,100,60,0,3.8,1.3,16.4,16.7,19.8
MEDCNE.3,0,0,0,2,2011,MEDCNE.3,3,MEDCNE,0.522042,0.0748958,11148,11160,11189,JDW,CFJ,MAM,544,480,443,100,100,55,0,11.6,1.8,16.4,14.3,19.7
MEDCNE.4,0,0,0,2,2011,MEDCNE.4,4,MEDCNE,0.522806,0.0828214,11148,11160,11189,MAM,CFJ,MAM,525,459,468,100,100,60,0,1.5,0.8,18.5,17.1,20.4
MEDCNE.5,0,0,0,2,2011,MEDCNE.5,5,MEDCNE,0.535061,0.0788108,11148,11160,11189,JDW,CFJ,MAM,535,488,428,100,100,35,0,5.3,1.4,16.4,15.5,19.1
MEDCNE.6,0,0,0,2,2011,MEDCNE.6,6,MEDCNE,0.50339,0.0656651,11148,11160,11189,MAM,CFJ,MAM,555,434,494,100,100,80,0,9.8,2,18.4,13.5,20.8
MEDCNE.7,0,0,0,2,2011,MEDCNE.7,7,MEDCNE,0.500111,0.0660789,11148,11160,11189,WAA,CFJ,MAM,510,422,508,100,100,80,0,5.2,1.3,14.1,14.5,21.1
MEDCNE.8,0,0,0,2,2011,MEDCNE.8,8,MEDCNE,0.491326,0.064933,11148,11160,11189,WAA,CFJ,MAM,500,412,526,100,100,80,0,10.8,1.6,13.9,13.5,22.1
MEDCNE.9,0,0,0,2,2011,MEDCNE.9,9,MEDCNE,0.51453,0.0741637,11148,11160,11189,MAM,CFJ,MAM,540,446,482,100,100,75,0,6,0.8,17,14,20.5
MEDCNW.1,0,0,0,2,2011,MEDCNW.1,1,MEDCNW,0.706369,0.0928797,11143,11160,11189,JDW,JDW,CFJ,492,498,430,30,100,50,3.4,14.2,2.2,21,13,20
MEDCNW.2,0,0,0,2,2011,MEDCNW.2,2,MEDCNW,0.670465,0.0966038,11143,11160,11189,MAM,JDW,CFJ,440,475,463,45,100,60,0,7.5,2.5,18.2,12.6,20.3
MEDCNW.3,0,0,0,2,2011,MEDCNW.3,3,MEDCNW,0.682497,0.0988,11143,11160,11189,JDW,JDW,CFJ,479,441,544,25,100,80,0,3.8,4.6,16.2,12.7,24.2
