site,y.1,y.2,y.3,year,c.year,SITE,POINT,WMA,allgrss100,trees100,jdate.1,jdate.2,jdate.3,obs.1,obs.2,obs.3,minutes.1,minutes.2,minutes.3,cloud.1,cloud.2,cloud.3,wind.1,wind.2,wind.3,temp.1,temp.2,temp.3
TR00204.4,0,0,0,3,2012,TR00204.4,4,TR002,0.589331,0.00197345,12134,12160,12191,JDW,CRG,JDW,418,410,526,100,25,45,1.1,6.6,5,9.5,19.7,19.9
TR00205.5,0,0,1,3,2012,TR00205.5,5,TR002,0.386829,0.00241907,12134,12160,12191,JDW,CRG,JDW,432,424,513,100,30,50,1.5,5.9,3.2,10.1,19.9,19.6
TR00206.6,0,0,0,3,2012,TR00206.6,6,TR002,0.291339,0.00429704,12134,12160,12191,JDW,CRG,JDW,447,440,498,100,50,60,3.4,8.9,7.3,8.8,19.6,19.4
TR00207.7,0,0,0,3,2012,TR00207.7,7,TR002,0.150715,0.000222809,12134,12160,12191,JDW,CRG,JDW,460,454,487,90,60,75,3.9,7.8,3.8,8,20.2,18.9
TR00208.8,0,0,0,3,2012,TR00208.8,8,TR002,0.198841,0.0040424,12134,12160,12191,JDW,CRG,JDW,473,477,474,85,60,80,2.1,10.1,5.4,8.7,20,18.5
TR00209.9,1,0,0,3,2012,TR00209.9,9,TR002,0.137569,0.000954897,12134,12160,12191,JDW,CRG,JDW,487,491,461,85,50,80,3.5,9.4,4.2,8.9,21.5,17.8
TR00210.10,0,0,0,3,2012,TR00210.10,10,TR002,0.16577,0.00012732,12134,12160,12191,JDW,CRG,JDW,500,505,445,80,50,80,3.5,7.9,4.8,8.6,21.3,18.2
TR00211.11,0,0,0,3,2012,TR00211.11,11,TR002,0.398333,0,12134,12160,12191,JDW,CRG,JDW,514,522,432,75,30,85,2.6,13.3,5.8,11,21.4,17.7
TR00212.12,0,0,0,3,2012,TR00212.12,12,TR002,0.298883,0.0218353,12134,12160,12191,JDW,CRG,JDW,528,538,417,40,25,85,4.8,12.8,3,8.2,23.5,18.4
TR00213.13,0,0,0,3,2012,TR00213.13,13,TR002,0.275679,0.0148964,12134,12160,12191,JDW,CRG,JDW,543,558,405,45,20,85,3.1,13.7,4.2,8.3,23.7,18.1
TR00214.14,0,0,0,3,2012,TR00214.14,14,TR002,0.306267,0.013464,12134,12160,12191,JDW,CRG,JDW,556,573,392,35,20,85,2.2,14.5,1.7,9.6,24.7,17.7
TR00215.15,0,0,0,3,2012,TR00215.15,15,TR002,0.46564,0.00175064,12134,12160,12191,JDW,CRG,JDW,571,589,378,30,20,85,3.2,10.6,4.7,15.6,24.7,17.3
TR00301.1,0,0,0,3,2012,TR00301.1,1,TR003,0.205335,0.0211032,12135,12161,12190,JDW,CRG,JDW,392,372,567,10,40,100,1.3,3.6,5.7,6.6,17.8,19.1
TR00302.2,0,0,0,3,2012,TR00302.2,2,TR003,0.242862,0.00171881,12135,12161,12190,JDW,CRG,JDW,405,388,555,5,80,100,1.6,5.7,8.9,5,19,19.7
TR00303.3,0,0,1,3,2012,TR00303.3,3,TR003,0.252475,0.00168698,12135,12161,12190,JDW,CRG,JDW,418,402,543,0,20,100,4.9,8.9,7.7,4.6,18.1,19.8
TR00304.4,0,0,0,3,2012,TR00304.4,4,TR003,0.280835,0.000572938,12135,12161,12190,JDW,CRG,JDW,432,416,529,0,10,95,3.2,9,5.5,5.6,19.6,19.1
TR00305.5,0,0,0,3,2012,TR00305.5,5,TR003,0.170035,0.000700258,12135,12161,12190,JDW,CRG,JDW,445,430,517,0,0,95,0,5,2.9,9,19.9,19.3
TR00306.6,0,0,0,3,2012,TR00306.6,6,TR003,0.21864,0.00455168,12135,12161,12190,JDW,CRG,JDW,458,444,505,0,0,95,8.1,8,4.4,5.2,18.9,19.4
TR00307.7,0,0,0,3,2012,TR00307.7,7,TR003,0.193717,0.00120954,12135,12161,12190,JDW,CRG,JDW,471,458,492,0,0,95,3.8,11.3,2.8,7.3,19.6,18.8
TR00308.8,0,0,0,3,2012,TR00308.8,8,TR003,0.165102,0.00015915,12135,12161,12190,JDW,CRG,JDW,483,471,480,0,0,95,3.2,7,2.4,8.6,20.2,18.9
TR00309.9,0,0,0,3,2012,TR00309.9,9,TR003,0.154916,0.00200528,12135,12161,12190,JDW,CRG,JDW,496,485,467,0,0,90,6,7,1.9,8.6,20.6,18.3
TR00310.10,0,0,0,3,2012,TR00310.10,10,TR003,0.199223,0.0015915,12135,12161,12190,JDW,CRG,JDW,509,499,455,0,10,85,7.8,7.7,3.4,9.8,20.7,18.1
TR00311.11,0,0,0,3,2012,TR00311.11,11,TR003,0.401852,0.00821211,12135,12161,12190,JDW,CRG,JDW,522,514,441,0,10,75,5.8,8.6,4.7,11.5,21.4,17.3
TR00312.12,0,0,0,3,2012,TR00312.12,12,TR003,0.463412,0.00391508,12135,12161,12190,JDW,CRG,JDW,535,534,428,0,10,65,9.5,7.2,3.6,12.3,20,17
TR00313.13,0,0,0,3,2012,TR00313.13,13,TR003,0.344368,6.36598E-05,12135,12161,12190,JDW,CRG,JDW,548,549,415,0,10,70,4.9,7.1,4.3,14.1,22.2,17.4
TR00314.14,0,0,0,3,2012,TR00314.14,14,TR003,0.528249,0.000254639,12135,12161,12190,JDW,CRG,JDW,563,563,398,0,10,90,6.7,7.5,3.6,15.9,23,17.1
TR00315.15,0,0,0,3,2012,TR00315.15,15,TR003,0.345004,0.00563389,12135,12161,12190,JDW,CRG,JDW,578,580,381,0,10,95,9.6,6.4,1.9,17.3,24.9,17.4
TR00401.1,0,0,0,3,2012,TR00401.1,1,TR004,0.672629,0.00550657,12136,12163,12189,JDW,CRG,JDW,405,363,603,0,20,90,9.8,2,3.2,9.9,7.6,19.9
TR00402.2,0,0,0,3,2012,TR00402.2,2,TR004,0.505522,0.00197345,12136,12163,12189,JDW,JDW,JDW,421,381,587,0,20,90,7.3,3.8,4.1,9.7,9,19.3
TR00403.3,0,0,0,3,2012,TR00403.3,3,TR004,0.362797,0.00327848,12136,12163,12189,JDW,CRG,JDW,434,397,574,0,20,95,8,1.2,2.6,9.8,15.3,19
TR00404.4,0,0,0,3,2012,TR00404.4,4,TR004,0.324379,0.0021326,12136,12163,12189,JDW,CRG,JDW,449,412,556,0,20,100,8.5,2.2,4.3,11.6,12.6,18.6
TR00405.5,0,0,0,3,2012,TR00405.5,5,TR004,0.367031,0.00528376,12136,12163,12189,JDW,CRG,JDW,460,427,543,0,20,100,6.5,3.5,3.7,11.8,14,19
TR00406.6,0,0,0,3,2012,TR00406.6,6,TR004,0.388707,0.000286469,12136,12163,12189,JDW,CRG,JDW,472,445,529,0,10,90,6.9,4.8,1.5,11.9,13.6,18.7
TR00407.7,0,0,0,3,2012,TR00407.7,7,TR004,0.425884,0.000700258,12136,12163,12189,JDW,CRG,JDW,485,460,515,0,10,80,10.2,4.1,1.2,13,13.4,18.9
TR00408.8,0,0,0,3,2012,TR00408.8,8,TR004,0.648598,0.00595219,12136,12163,12189,JDW,CRG,JDW,498,475,510,0,10,80,9.6,3.8,2.8,14.5,15.5,18.2
TR00409.9,0,0,0,3,2012,TR00409.9,9,TR004,0.778082,0.00356495,12136,12163,12189,JDW,CRG,JDW,512,490,485,0,10,80,7.9,6.8,5.2,14.9,17.6,16.9
TR00410.10,0,0,1,3,2012,TR00410.10,10,TR004,0.74396,0.00124137,12136,12163,12189,JDW,CRG,JDW,525,505,460,0,10,85,10,2.7,3.8,14.2,17.9,17.1
TR00411.11,0,0,0,3,2012,TR00411.11,11,TR004,0.705223,0.00652513,12136,12163,12189,JDW,CRG,JDW,539,520,445,0,10,85,9.3,7,3.4,15.3,18.4,17
TR00412.12,0,0,0,3,2012,TR00412.12,12,TR004,0.737467,0.00636598,12136,12163,12189,JDW,CRG,JDW,553,536,429,0,10,85,8.3,11.2,2.7,15.7,17.5,17
TR00413.13,0,0,0,3,2012,TR00413.13,13,TR004,0.738899,0.0212624,12136,12163,12189,JDW,CRG,JDW,570,554,411,0,5,90,9.4,10.1,2.8,16.4,17.3,16.9
TR00414.14,0,0,0,3,2012,TR00414.14,14,TR004,0.819684,0.00432887,12136,12163,12189,JDW,CRG,JDW,583,574,397,0,5,95,9.6,15.1,2.4,16.8,18.4,17
TR00415.15,0,0,0,3,2012,TR00415.15,15,TR004,0.872808,0.0077665,12136,12163,12189,JDW,CRG,JDW,597,588,381,0,5,100,13,12.5,5.7,16.9,19.1,16.6
TR00501.1,0,0,0,3,2012,TR00501.1,1,TR005,0.483464,0.00709807,12137,12164,12188,JDW,CRG,JDW,377,363,591,30,40,35,2.9,1.6,12.2,7,13,22.9
TR00502.2,0,0,0,3,2012,TR00502.2,2,TR005,0.398065,0.00346946,12137,12164,12188,CRG,CRG,JDW,392,377,577,20,40,40,9.8,1.7,7,8.9,16.2,22.3
TR00503.3,0,0,0,3,2012,TR00503.3,3,TR005,0.427539,0.00865773,12137,12164,12188,JDW,CRG,JDW,407,393,564,10,40,50,14,1.4,13,10.6,17.1,21.4
TR00504.4,0,0,0,3,2012,TR00504.4,4,TR005,0.568355,0.0145144,12137,12164,12188,JDW,CRG,JDW,426,411,549,15,40,65,6.8,2.7,7.8,10,17.1,20.2
TR00505.5,0,0,0,3,2012,TR00505.5,5,TR005,0.64341,0.00748003,12137,12164,12188,JDW,CRG,JDW,442,437,534,10,30,50,7.5,6.2,8.2,11.2,12.5,19.7
TR00506.6,0,0,0,3,2012,TR00506.6,6,TR005,0.727441,0.0183659,12137,12164,12188,JDW,CRG,JDW,458,454,519,15,30,35,6.5,7.7,11.9,11,17,18.8
TR00507.7,0,0,0,3,2012,TR00507.7,7,TR005,0.4926,0.0295063,12137,12164,12188,JDW,CRG,JDW,473,470,506,5,20,30,9,6.6,11.7,11.3,18,20.1
TR00508.8,0,0,0,3,2012,TR00508.8,8,TR005,0.399083,0.004679,12137,12164,12188,JDW,CRG,JDW,488,485,493,0,30,30,11.8,6.7,12.7,12.4,14.3,19
TR00509.9,0,0,0,3,2012,TR00509.9,9,TR005,0.406309,0.0321482,12137,12164,12188,JDW,CRG,JDW,501,499,481,5,30,25,14.2,8.4,10.7,12.7,17.8,19.2
TR00510.10,0,0,0,3,2012,TR00510.10,10,TR005,0.488239,0.0104084,12137,12176,12188,JDW,CRG,JDW,515,516,467,5,30,30,13.3,13.7,8.5,13.6,16,19.9
TR00511.11,0,0,0,3,2012,TR00511.11,11,TR005,0.616927,0.00757552,12137,12164,12188,JDW,CRG,JDW,529,531,453,5,30,25,13.9,11.5,2.2,13.8,17.2,19
TR00512.12,NA,0,0,3,2012,TR00512.12,12,TR005,0.50826,0.00563389,NA,12164,12188,NA,CRG,JDW,NA,545,377,NA,30,40,NA,13.1,7.3,NA,19.6,17.7
TR00513.13,NA,0,1,3,2012,TR00513.13,13,TR005,0.548206,0,NA,12164,12188,NA,CRG,JDW,NA,566,394,NA,30,45,NA,15.5,1.9,NA,19.9,18.1
TR00514.14,NA,0,0,3,2012,TR00514.14,14,TR005,0.427667,0.00423338,NA,12164,12188,NA,CRG,JDW,NA,586,412,NA,30,35,NA,8.8,5.4,NA,21.3,18.4
TR00515.15,NA,0,0,3,2012,TR00515.15,15,TR005,0.932998,0.00175064,NA,12164,12188,NA,CRG,JDW,NA,600,426,NA,30,35,NA,14.1,4.3,NA,21.6,18.3
TR00601.1,0,0,0,3,2012,TR00601.1,1,TR006,0.919725,0.00015915,12138,12165,12187,JDW,CRG,JDW,363,356,589,50,5,100,8.2,8,8.3,12.7,14.3,23.2
TR00602.2,0,1,1,3,2012,TR00602.2,2,TR006,0.969921,0.000445619,12138,12165,12187,JDW,CRG,JDW,381,373,574,35,5,100,0,7.8,4,15.1,13,23.2
TR00603.3,1,1,1,3,2012,TR00603.3,3,TR006,0.981284,0,12138,12165,12187,JDW,CRG,JDW,400,393,562,40,0,95,2.4,1.9,8.8,10.7,15,23.5
TR00604.4,0,1,1,3,2012,TR00604.4,4,TR006,0.969029,0,12138,12165,12187,JDW,CRG,JDW,420,416,543,20,0,100,5,4.3,5.6,11.5,14.7,23.2
TR00605.5,0,0,0,3,2012,TR00605.5,5,TR006,0.900404,0.000445619,12138,12165,12187,JDW,CRG,JDW,435,435,528,20,5,90,10.5,9.5,2.3,12.5,17.4,22.9
TR00606.6,0,1,1,3,2012,TR00606.6,6,TR006,0.884712,0,12138,12165,12187,JDW,CRG,JDW,451,451,512,20,5,90,3.1,4.7,5.1,14.5,15,22.5
TR00607.7,0,0,0,3,2012,TR00607.7,7,TR006,0.941592,0,12138,12165,12187,JDW,CRG,JDW,466,465,499,20,5,90,6.5,8.1,4.8,12.3,16.4,22.6
TR00609.9,0,0,0,3,2012,TR00609.9,9,TR006,0.953019,0,12138,12165,12187,JDW,CRG,JDW,497,494,474,5,0,90,4.6,6.8,9.8,15.1,19.7,20.8
TR00610.10,0,0,0,3,2012,TR00610.10,10,TR006,0.644301,0.00120954,12138,12165,12187,JDW,CRG,JDW,512,511,458,10,0,80,11.3,11.3,6.8,17.5,19.4,21
TR00611.11,0,0,1,3,2012,TR00611.11,11,TR006,0.965051,0.000572938,12138,12165,12187,JDW,CRG,JDW,529,529,442,10,0,85,8.4,14.4,9.5,18.5,21,20.7
TR00612.12,0,0,1,3,2012,TR00612.12,12,TR006,0.904256,0.00168698,12138,12165,12187,JDW,CRG,JDW,546,545,427,10,0,85,13.2,11.2,6.6,19.2,22.9,21.4
TR00613.13,0,0,0,3,2012,TR00613.13,13,TR006,0.963778,0.00120954,12138,12165,12187,JDW,CRG,JDW,559,560,411,10,0,90,8.8,12.1,11,19.6,21.8,21.8
TR00614.14,1,0,0,3,2012,TR00614.14,14,TR006,0.979342,0.00162332,12138,12165,12187,JDW,CRG,JDW,574,578,396,5,0,90,11.5,9.4,1.7,20.2,22.7,21
TR00615.15,0,0,0,3,2012,TR00615.15,15,TR006,0.562403,0.131648,12138,12165,12187,JDW,CRG,JDW,590,593,380,10,0,95,8.1,3.6,0.8,21.2,24.3,22.9
TR00701.1,0,NA,0,3,2012,TR00701.1,1,TR007,0.572906,0.00397874,12166,NA,12180,LNM,NA,JDW,639,NA,625,65,NA,35,15.7,NA,5,22.9,NA,27.8
TR00702.2,0,NA,1,3,2012,TR00702.2,2,TR007,0.251806,0.0163287,12166,NA,12180,LNM,NA,JDW,623,NA,609,65,NA,30,12.8,NA,2.6,24.8,NA,29.4
TR00703.3,0,NA,0,3,2012,TR00703.3,3,TR007,0.240411,0.0143553,12166,NA,12180,LNM,NA,JDW,608,NA,597,75,NA,25,5.7,NA,2.7,28.4,NA,28.7
TR00704.4,0,NA,0,3,2012,TR00704.4,4,TR007,0.354267,0.0343126,12166,NA,12180,LNM,NA,JDW,595,NA,585,75,NA,25,21.3,NA,5.6,25.7,NA,26.8
TR00705.5,1,NA,1,3,2012,TR00705.5,5,TR007,0.656333,0.0373683,12166,NA,12180,LNM,NA,JDW,585,NA,574,80,NA,10,19.7,NA,4.7,25.5,NA,27
TR00706.6,0,NA,0,3,2012,TR00706.6,6,TR007,0.733488,0.0745138,12166,NA,12180,LNM,NA,JDW,562,NA,561,80,NA,15,8.1,NA,2.9,27.2,NA,28.2
TR00707.7,0,NA,0,3,2012,TR00707.7,7,TR007,0.536302,0.142471,12166,NA,12180,LNM,NA,JDW,538,NA,542,75,NA,30,13.1,NA,1.5,26.4,NA,28.5
TR00709.9,0,NA,0,3,2012,TR00709.9,9,TR007,0.496737,0.269918,12166,NA,12180,LNM,NA,JDW,489,NA,509,60,NA,25,15.1,NA,4.8,24.8,NA,24.3
TR00710.10,0,NA,0,3,2012,TR00710.10,10,TR007,0.676704,0.0632778,12166,NA,12180,LNM,NA,JDW,467,NA,477,50,NA,30,30.7,NA,2.5,24.1,NA,23.4
TR00711.11,0,NA,0,3,2012,TR00711.11,11,TR007,0.342394,0.014228,12166,NA,12180,LNM,NA,JDW,448,NA,462,30,NA,40,23.3,NA,1.7,23.5,NA,22.8
TR00712.12,0,NA,0,3,2012,TR00712.12,12,TR007,0.50861,0.0731451,12166,NA,12180,LNM,NA,JDW,427,NA,439,40,NA,45,32.8,NA,2.3,22.5,NA,22.9
TR00713.13,0,NA,0,3,2012,TR00713.13,13,TR007,0.550848,0.181972,12166,NA,12180,LNM,NA,JDW,405,NA,419,30,NA,55,26,NA,0.8,22.4,NA,21.2
TR00714.14,0,NA,0,3,2012,TR00714.14,14,TR007,0.301525,0.0071299,12166,NA,12180,LNM,NA,JDW,385,NA,406,20,NA,60,21,NA,0,21.9,NA,22.6
TR00715.15,0,NA,1,3,2012,TR00715.15,15,TR007,0.287933,0.0121272,12166,NA,12180,LNM,NA,JDW,363,NA,392,20,NA,55,22.5,NA,1.2,21.8,NA,22.6
TR00801.1,1,NA,0,3,2012,TR00801.1,1,TR008,0.934367,0.00283286,12167,NA,12180,LNM,NA,CRG,357,NA,360,100,NA,15,2,NA,0.8,17.2,NA,23
TR00802.2,0,NA,0,3,2012,TR00802.2,2,TR008,0.913136,0.00302384,12167,NA,12180,LNM,NA,CRG,389,NA,375,100,NA,30,1.4,NA,1.2,14.4,NA,25
TR00803.3,1,NA,0,3,2012,TR00803.3,3,TR008,0.841232,0.00264188,12167,NA,12180,LNM,NA,CRG,419,NA,393,100,NA,30,5.6,NA,0.7,14.6,NA,25.3
TR00804.4,0,NA,0,3,2012,TR00804.4,4,TR008,0.764904,0.00366044,12167,NA,12180,LNM,NA,CRG,437,NA,407,100,NA,25,9.1,NA,6,18.5,NA,25.5
TR00805.5,1,NA,0,3,2012,TR00805.5,5,TR008,0.776522,0.00875322,12167,NA,12180,LNM,NA,CRG,478,NA,446,75,NA,30,3.4,NA,0.8,16,NA,27
TR00806.6,0,NA,0,3,2012,TR00806.6,6,TR008,0.407868,0.0152465,12167,NA,12180,LNM,NA,CRG,500,NA,461,75,NA,20,5.4,NA,1.5,15.9,NA,26.2
TR00807.7,0,NA,0,3,2012,TR00807.7,7,TR008,0.496005,0.00993093,12167,NA,12180,LNM,NA,CRG,525,NA,494,80,NA,30,6.9,NA,2.7,16.1,NA,27
TR00808.8,0,NA,0,3,2012,TR00808.8,8,TR008,0.619251,0.00977178,12167,NA,12180,LNM,NA,CRG,561,NA,510,70,NA,40,3.5,NA,2.5,16.4,NA,29.2
TR00809.9,0,NA,0,3,2012,TR00809.9,9,TR008,0.512366,0.0237133,12167,NA,12180,LNM,NA,CRG,577,NA,528,80,NA,40,5.2,NA,4,17,NA,27.8
TR00810.10,0,NA,0,3,2012,TR00810.10,10,TR008,0.191552,0.0253048,12167,NA,12180,LNM,NA,CRG,596,NA,539,75,NA,40,5.1,NA,1.8,16.9,NA,28.6
TR00811.11,0,NA,0,3,2012,TR00811.11,11,TR008,0.405545,0.0267371,12167,NA,12180,LNM,NA,CRG,611,NA,552,70,NA,50,8.9,NA,0.9,17.7,NA,29
TR00812.12,0,NA,0,3,2012,TR00812.12,12,TR008,0.225324,0.0258777,12167,NA,12180,LNM,NA,CRG,631,NA,565,60,NA,40,2.5,NA,4.4,17.5,NA,26.9
TR00813.13,0,NA,0,3,2012,TR00813.13,13,TR008,0.248114,0.020021,12167,NA,12180,LNM,NA,CRG,646,NA,577,60,NA,30,7,NA,3,17.5,NA,28
TR00814.14,1,NA,0,3,2012,TR00814.14,14,TR008,0.293535,0.0239679,12167,NA,12180,LNM,NA,CRG,663,NA,590,65,NA,30,3.6,NA,2.3,18,NA,28.4
TR00815.15,0,NA,0,3,2012,TR00815.15,15,TR008,0.313875,0.0606041,12167,NA,12181,LNM,NA,JDW,685,NA,370,60,NA,45,7.5,NA,1.2,17.5,NA,21.7
TR00901.1,0,0,0,3,2012,TR00901.1,1,TR009,0.764841,0.00350129,12163,12170,12181,TH,TH,JDW,354,576,388,25,0,40,10.2,4.4,4.9,16,28.4,21.8
TR00902.2,0,0,1,3,2012,TR00902.2,2,TR009,0.644014,0.00878505,12163,12170,12181,TH,TH,JDW,376,560,405,20,0,25,11,2.3,3.7,14.5,32,22.4
TR00903.3,0,0,0,3,2012,TR00903.3,3,TR009,0.900181,0.0092625,12163,12170,12181,TH,TH,JDW,396,545,421,5,0,20,9,4.4,3.9,14.2,25.9,22.5
TR00904.4,0,0,0,3,2012,TR00904.4,4,TR009,0.557819,0.0231085,12163,12170,12163,TH,TH,JDW,413,531,430,5,0,5,6.5,2.2,13,14,26,14.6
TR00905.5,NA,0,0,3,2012,TR00905.5,5,TR009,0.694942,0.00184613,NA,12170,12163,NA,TH,JDW,NA,531,440,NA,0,5,NA,2.2,13,NA,26,14.6
TR00906.6,0,0,0,3,2012,TR00906.6,6,TR009,0.819238,0.0451666,12163,12170,12181,TH,TH,JDW,447,516,457,20,0,15,9,2.7,7.1,14.8,23.4,23.8
TR00907.7,0,0,0,3,2012,TR00907.7,7,TR009,0.567241,0.0561798,12163,12170,12181,TH,TH,JDW,463,499,472,10,0,25,8,0,4.7,14.2,24.1,24
TR00908.8,0,1,0,3,2012,TR00908.8,8,TR009,0.255626,0.0101537,12163,12170,12181,TH,TH,JDW,481,486,488,5,0,15,8.5,2.4,4,14.7,23.5,24.8
TR00909.9,0,0,0,3,2012,TR00909.9,9,TR009,0.694306,0.0148964,12163,12170,12181,TH,TH,JDW,498,462,506,15,0,10,11,1.5,6.3,15.9,21,24.8
TR00910.10,0,1,0,3,2012,TR00910.10,10,TR009,0.735971,0.000954897,12163,12170,12181,TH,TH,JDW,516,451,523,0,0,10,11.5,3.3,5.2,16.5,20.7,27.5
TR00911.11,0,0,0,3,2012,TR00911.11,11,TR009,0.875768,0.0767737,12163,12170,12181,TH,TH,JDW,534,432,537,0,0,10,13,1.6,5.7,17.7,20.1,26.4
TR00912.12,0,0,0,3,2012,TR00912.12,12,TR009,0.809721,0.0430022,12163,12170,12181,TH,TH,JDW,553,414,552,0,0,25,13.3,6.6,3.1,19.3,17.5,28.1
TR00913.13,0,1,0,3,2012,TR00913.13,13,TR009,0.990483,0.000286469,12163,12170,12181,TH,TH,JDW,570,398,567,0,0,25,17.1,4.5,7.4,20.1,17.9,29
TR00914.14,0,0,0,3,2012,TR00914.14,14,TR009,0.918484,0.0137823,12163,12170,12181,TH,TH,JDW,586,381,581,0,0,25,15.6,3.4,7.1,18.7,20.6,28.9
TR00915.15,0,0,0,3,2012,TR00915.15,15,TR009,0.788172,0.0491772,12163,12170,12181,TH,TH,JDW,603,365,597,0,0,20,3.9,12.8,0,23.3,22.6,32.9
TR01001.1,0,0,1,3,2012,TR01001.1,1,TR010,0.540504,0.00668428,12169,12170,12181,TH,TH,CRG,352,345,365,5,0,80,5.7,3,5.8,19,23.3,24.2
TR01002.2,0,0,0,3,2012,TR01002.2,2,TR010,0.822294,0.00913518,12169,12171,12181,TH,TH,CRG,369,581,381,5,0,70,14.6,19.8,1.9,18.9,26.8,20.9
TR01003.3,0,0,0,3,2012,TR01003.3,3,TR010,0.810962,0.0211351,12169,12171,12181,TH,TH,CRG,384,567,397,10,0,65,9.1,20.6,2.1,18.8,26.8,24.2
TR01004.4,0,0,0,3,2012,TR01004.4,4,TR010,0.646497,0.0102492,12169,12171,12181,TH,TH,CRG,405,549,418,5,0,50,4.3,18.1,0.8,19.3,26.1,24.2
TR01005.5,1,0,1,3,2012,TR01005.5,5,TR010,0.701213,0.00270554,12169,12171,12181,TH,TH,CRG,433,530,437,5,0,50,4.5,11.9,9.8,19.8,25.5,24.5
TR01006.6,1,0,0,3,2012,TR01006.6,6,TR010,0.858325,0.00117771,12169,12171,12181,TH,TH,CRG,454,507,458,5,0,50,8.8,19.2,7.1,19.7,26.5,26.3
TR01007.7,1,0,1,3,2012,TR01007.7,7,TR010,0.478149,0.00996276,12169,12171,12181,TH,TH,CRG,477,484,478,5,0,40,9.1,10.1,5.5,21.2,24.2,26
TR01008.8,0,0,0,3,2012,TR01008.8,8,TR010,0.523666,0.0365726,12169,12171,12181,TH,TH,CRG,494,464,494,5,0,40,12.9,8.3,7.3,21.4,25.5,26.8
TR01009.9,0,0,0,3,2012,TR01009.9,9,TR010,0.813254,0.00305567,12169,12171,12181,TH,TH,CRG,510,448,510,5,0,30,4.9,15.1,1.7,22.7,15.1,28.7
TR01010.10,0,0,0,3,2012,TR01010.10,10,TR010,0.569246,0.00792565,12169,12171,12181,TH,TH,CRG,526,433,524,5,0,25,13.4,10.6,4.6,22.8,23.9,26.9
TR01011.11,0,0,0,3,2012,TR01011.11,11,TR010,0.481395,0.00903969,12169,12171,12181,TH,TH,CRG,541,405,538,10,0,25,7.5,8.3,3.7,23.2,23.4,30.2
TR01012.12,0,0,0,3,2012,TR01012.12,12,TR010,0.624503,0.0138778,12169,12171,12181,TH,TH,CRG,556,390,552,10,0,20,15.2,6.1,5.1,24.2,23,30.9
TR01013.13,0,0,0,3,2012,TR01013.13,13,TR010,0.459974,0.0141325,12169,12171,12181,TH,TH,CRG,571,376,567,10,0,25,13.8,7.2,2.9,25.6,23.7,32.9
TR01014.14,0,0,0,3,2012,TR01014.14,14,TR010,0.738358,0.00703441,12169,12171,12181,TH,TH,CRG,586,361,582,5,0,20,14.9,11.2,2.4,25.5,23.6,32.6
TR01015.15,0,0,0,3,2012,TR01015.15,15,TR010,0.613139,0.0149282,12169,12171,12181,TH,TH,CRG,600,345,595,5,0,20,5.7,3,0.8,26.3,23.5,34.9
TWIN.1,0,0,0,3,2012,TWIN.1,1,TWIN,0.509119,0.215966,12128,12151,12178,JDW,JDW,JDW,431,367,440,65,0,0,10,3.9,6.7,12.5,13.4,20.7
TWIN.2,0,0,0,3,2012,TWIN.2,2,TWIN,0.555145,0.199828,12128,12151,12178,CRG,JDW,JDW,468,423,422,40,0,5,1.2,0,0,17.7,16,22.1
TWIN.3,NA,0,0,3,2012,TWIN.3,3,TWIN,0.553872,0.193526,NA,12151,12178,NA,JDW,JDW,NA,447,403,NA,0,5,NA,0,3.5,NA,15,20.4
TWIN.4,0,0,0,3,2012,TWIN.4,4,TWIN,0.492568,0.258841,12128,12151,12178,JDW,JDW,JDW,452,391,460,70,0,0,5.2,1.8,6.7,13.5,11.4,20.5
TWIN.5,0,0,0,3,2012,TWIN.5,5,TWIN,0.495751,0.233822,12128,12151,12178,JDW,JDW,JDW,441,379,450,75,0,0,6.4,4.2,8.1,12.9,13,20.2
TWIN.6,0,0,0,3,2012,TWIN.6,6,TWIN,0.61368,0.165802,12128,12151,12178,CRG,JDW,JDW,383,479,380,80,0,20,8.4,10.5,3.2,14,15.1,19.2
TWIN.7,0,0,0,3,2012,TWIN.7,7,TWIN,0.557437,0.19604,12128,12151,12178,JDW,JDW,JDW,382,501,487,75,0,0,6.5,8.6,5.6,12.6,15.2,21.1
TWIN.8,0,0,0,3,2012,TWIN.8,8,TWIN,0.564949,0.179107,12128,12151,12178,JDW,JDW,JDW,402,524,506,80,0,0,6.9,9.5,5.6,13.6,16.1,22.3
TWIN.9,0,0,0,3,2012,TWIN.9,9,TWIN,0.572556,0.188242,12128,12151,12178,CRG,JDW,JDW,437,465,391,50,0,10,9,5.6,7.3,14.1,15.5,19
WANA.1,0,0,0,3,2012,WANA.1,1,WANA,0.242003,0.0119362,12143,12164,12192,JDW,JDW,CRG,410,459,497,5,15,0,3.8,4.5,1.9,15.3,14.8,20.4
WANA.2,0,0,0,3,2012,WANA.2,2,WANA,0.254989,0.0101537,12143,12164,12192,JDW,JDW,CRG,494,500,455,0,25,0,9.6,8.6,0.9,17,16.3,21.7
WANA.3,0,0,0,3,2012,WANA.3,3,WANA,0.250056,0.0109495,12143,12164,12192,JDW,JDW,CRG,397,472,481,5,15,0,1.5,7,0.7,17.1,15.2,24.9
WANA.4,0,0,0,3,2012,WANA.4,4,WANA,0.251965,0.0098991,12143,12164,12192,JDW,JDW,CRG,457,419,432,0,30,0,5.5,2.1,0.8,16.9,11.2,21.6
